date,platform,source,campaign,spend,impressions,clicks,platform_conversions
2025-01-01,Google Ads,Google Ads,Search | Interior Painting,182.21,361,25,1
2025-10-13,Google Ads,Google Ads,Search | Cabinet Painting,49.16,88,7,0
2025-10-13,Google Ads,Google Ads,Search | Drywall Repair,116.05,254,19,1
2025-10-13,Google Ads,Google Ads,Search | Minor Remodeling,485.1,880,55,2
2025-10-13,Meta,Facebook Ads,Meta | Home Refresh,115.45,2091,38,2
2025-10-13,Meta,Facebook Ads,Meta | Seasonal Promo,134.31,3084,57,1
2025-10-13,Meta,Facebook Ads,Meta | Free Estimate,127.96,2787,57,3
2025-10-14,Google Ads,Google Ads,Search | Interior Painting,253.02,640,37,4
2025-10-14,Google Ads,Google Ads,Search | Exterior Painting,351.74,647,40,3
2025-10-14,Google Ads,Google Ads,Search | Cabinet Painting,180.93,416,27,2
2025-10-14,Google Ads,Google Ads,Search | Drywall Repair,99.61,240,17,1
2025-10-14,Google Ads,Google Ads,Search | Minor Remodeling,127.43,204,12,1
2025-10-14,Meta,Facebook Ads,Meta | Home Refresh,340.77,7318,127,3
2025-10-14,Meta,Facebook Ads,Meta | Seasonal Promo,98.85,2314,41,1
2025-10-14,Meta,Facebook Ads,Meta | Free Estimate,89.66,1993,39,1
2025-10-15,Google Ads,Google Ads,Search | Interior Painting,373.02,797,56,4
2025-10-15,Google Ads,Google Ads,Search | Exterior Painting,348.84,641,37,3
2025-10-15,Google Ads,Google Ads,Search | Cabinet Painting,402.66,844,58,4
2025-10-15,Google Ads,Google Ads,Search | Drywall Repair,12.36,26,2,0
2025-10-15,Google Ads,Google Ads,Search | Minor Remodeling,145.12,254,14,0
2025-10-15,Meta,Facebook Ads,Meta | Home Refresh,18.35,346,6,0
2025-10-15,Meta,Facebook Ads,Meta | Seasonal Promo,5.0,109,2,0
2025-10-15,Meta,Facebook Ads,Meta | Free Estimate,5.66,141,3,0
2025-10-16,Google Ads,Google Ads,Search | Interior Painting,168.27,293,23,2
2025-10-16,Google Ads,Google Ads,Search | Exterior Painting,139.27,317,17,1
2025-10-16,Google Ads,Google Ads,Search | Cabinet Painting,234.5,548,32,3
2025-10-16,Google Ads,Google Ads,Search | Drywall Repair,108.12,258,18,1
2025-10-16,Google Ads,Google Ads,Search | Minor Remodeling,70.77,105,6,0
2025-10-16,Meta,Facebook Ads,Meta | Home Refresh,40.67,780,16,1
2025-10-16,Meta,Facebook Ads,Meta | Seasonal Promo,166.32,3388,68,1
2025-10-16,Meta,Facebook Ads,Meta | Free Estimate,149.25,2808,58,2
2025-10-17,Google Ads,Google Ads,Search | Interior Painting,318.07,546,43,4
2025-10-17,Google Ads,Google Ads,Search | Exterior Painting,134.28,255,16,2
2025-10-17,Google Ads,Google Ads,Search | Cabinet Painting,5.0,16,1,0
2025-10-17,Google Ads,Google Ads,Search | Drywall Repair,193.9,526,38,1
2025-10-17,Google Ads,Google Ads,Search | Minor Remodeling,67.68,123,7,0
2025-10-17,Meta,Facebook Ads,Meta | Home Refresh,138.62,3341,56,2
2025-10-17,Meta,Facebook Ads,Meta | Seasonal Promo,107.82,2930,56,2
2025-10-17,Meta,Facebook Ads,Meta | Free Estimate,239.01,5784,120,4
2025-10-18,Google Ads,Google Ads,Search | Interior Painting,11.86,33,2,0
2025-10-18,Google Ads,Google Ads,Search | Exterior Painting,463.42,1014,56,4
2025-10-18,Google Ads,Google Ads,Search | Cabinet Painting,310.13,763,51,3
2025-10-18,Google Ads,Google Ads,Search | Drywall Repair,5.0,14,1,0
2025-10-18,Google Ads,Google Ads,Search | Minor Remodeling,54.9,94,5,0
2025-10-18,Meta,Facebook Ads,Meta | Home Refresh,39.86,628,11,0
2025-10-18,Meta,Facebook Ads,Meta | Seasonal Promo,72.5,1758,32,1
2025-10-18,Meta,Facebook Ads,Meta | Free Estimate,58.53,1519,28,0
2025-10-19,Google Ads,Google Ads,Search | Interior Painting,40.75,93,5,0
2025-10-19,Google Ads,Google Ads,Search | Exterior Painting,265.94,600,37,2
2025-10-19,Google Ads,Google Ads,Search | Cabinet Painting,124.77,202,16,1
2025-10-19,Google Ads,Google Ads,Search | Drywall Repair,6.6,32,2,0
2025-10-19,Google Ads,Google Ads,Search | Minor Remodeling,5.97,19,1,0
2025-10-19,Meta,Facebook Ads,Meta | Home Refresh,29.81,614,10,0
2025-10-19,Meta,Facebook Ads,Meta | Seasonal Promo,127.85,2636,54,2
2025-10-19,Meta,Facebook Ads,Meta | Free Estimate,55.49,1225,27,1
2025-10-20,Google Ads,Google Ads,Search | Interior Painting,234.81,449,31,2
2025-10-20,Google Ads,Google Ads,Search | Exterior Painting,225.7,591,30,2
2025-10-20,Google Ads,Google Ads,Search | Cabinet Painting,121.89,280,20,1
2025-10-20,Google Ads,Google Ads,Search | Drywall Repair,45.55,98,7,0
2025-10-20,Google Ads,Google Ads,Search | Minor Remodeling,333.01,1055,49,2
2025-10-20,Meta,Facebook Ads,Meta | Home Refresh,198.64,5444,88,4
2025-10-20,Meta,Facebook Ads,Meta | Seasonal Promo,191.79,3866,73,2
2025-10-20,Meta,Facebook Ads,Meta | Free Estimate,122.23,2518,51,2
2025-10-21,Google Ads,Google Ads,Search | Interior Painting,92.31,210,14,2
2025-10-21,Google Ads,Google Ads,Search | Exterior Painting,321.23,705,38,3
2025-10-21,Google Ads,Google Ads,Search | Cabinet Painting,16.79,48,3,0
2025-10-21,Google Ads,Google Ads,Search | Drywall Repair,89.97,276,16,1
2025-10-21,Google Ads,Google Ads,Search | Minor Remodeling,39.04,70,4,0
2025-10-21,Meta,Facebook Ads,Meta | Home Refresh,27.89,592,10,0
2025-10-21,Meta,Facebook Ads,Meta | Seasonal Promo,383.5,8778,167,4
2025-10-21,Meta,Facebook Ads,Meta | Free Estimate,25.66,552,12,0
2025-10-22,Google Ads,Google Ads,Search | Interior Painting,662.5,1692,97,7
2025-10-22,Google Ads,Google Ads,Search | Exterior Painting,224.41,484,28,1
2025-10-22,Google Ads,Google Ads,Search | Cabinet Painting,63.88,143,11,0
2025-10-22,Google Ads,Google Ads,Search | Drywall Repair,71.46,208,14,1
2025-10-22,Google Ads,Google Ads,Search | Minor Remodeling,202.02,456,22,2
2025-10-22,Meta,Facebook Ads,Meta | Home Refresh,14.26,228,4,0
2025-10-22,Meta,Facebook Ads,Meta | Seasonal Promo,158.58,3578,57,0
2025-10-22,Meta,Facebook Ads,Meta | Free Estimate,24.29,681,13,0
2025-10-23,Google Ads,Google Ads,Search | Interior Painting,387.57,940,56,3
2025-10-23,Google Ads,Google Ads,Search | Exterior Painting,296.79,634,39,2
2025-10-23,Google Ads,Google Ads,Search | Cabinet Painting,29.51,58,4,0
2025-10-23,Google Ads,Google Ads,Search | Drywall Repair,112.23,263,18,1
2025-10-23,Google Ads,Google Ads,Search | Minor Remodeling,74.68,123,7,0
2025-10-23,Meta,Facebook Ads,Meta | Home Refresh,110.01,2855,47,1
2025-10-23,Meta,Facebook Ads,Meta | Seasonal Promo,315.25,7331,138,2
2025-10-23,Meta,Facebook Ads,Meta | Free Estimate,184.76,4414,92,2
2025-10-24,Google Ads,Google Ads,Search | Interior Painting,90.57,189,12,1
2025-10-24,Google Ads,Google Ads,Search | Exterior Painting,349.14,930,55,2
2025-10-24,Google Ads,Google Ads,Search | Cabinet Painting,35.21,77,5,0
2025-10-24,Google Ads,Google Ads,Search | Drywall Repair,55.2,158,11,0
2025-10-24,Google Ads,Google Ads,Search | Minor Remodeling,183.75,283,18,1
2025-10-24,Meta,Facebook Ads,Meta | Home Refresh,68.28,1351,26,1
2025-10-24,Meta,Facebook Ads,Meta | Seasonal Promo,64.58,1662,29,1
2025-10-24,Meta,Facebook Ads,Meta | Free Estimate,82.98,2495,46,2
2025-10-25,Google Ads,Google Ads,Search | Interior Painting,264.47,649,37,2
2025-10-25,Google Ads,Google Ads,Search | Exterior Painting,219.76,365,24,2
2025-10-25,Google Ads,Google Ads,Search | Cabinet Painting,49.03,123,8,0
2025-10-25,Google Ads,Google Ads,Search | Drywall Repair,172.18,444,32,2
2025-10-25,Google Ads,Google Ads,Search | Minor Remodeling,50.26,91,5,0
2025-10-25,Meta,Facebook Ads,Meta | Home Refresh,110.36,2232,40,1
2025-10-25,Meta,Facebook Ads,Meta | Seasonal Promo,157.42,4144,62,2
2025-10-25,Meta,Facebook Ads,Meta | Free Estimate,268.52,6372,136,3
2025-10-26,Google Ads,Google Ads,Search | Interior Painting,6.15,15,1,0
2025-10-26,Google Ads,Google Ads,Search | Exterior Painting,5.0,18,1,0
2025-10-26,Google Ads,Google Ads,Search | Cabinet Painting,195.81,438,33,2
2025-10-26,Google Ads,Google Ads,Search | Drywall Repair,158.31,336,28,2
2025-10-26,Google Ads,Google Ads,Search | Minor Remodeling,57.44,121,7,0
2025-10-26,Meta,Facebook Ads,Meta | Home Refresh,19.59,434,7,0
2025-10-26,Meta,Facebook Ads,Meta | Seasonal Promo,124.95,2980,50,1
2025-10-26,Meta,Facebook Ads,Meta | Free Estimate,5.0,98,2,0
2025-10-27,Google Ads,Google Ads,Search | Interior Painting,184.89,438,29,3
2025-10-27,Google Ads,Google Ads,Search | Exterior Painting,468.41,848,54,4
2025-10-27,Google Ads,Google Ads,Search | Cabinet Painting,161.76,391,25,2
2025-10-27,Google Ads,Google Ads,Search | Drywall Repair,249.7,661,43,3
2025-10-27,Google Ads,Google Ads,Search | Minor Remodeling,234.75,431,25,1
2025-10-27,Meta,Facebook Ads,Meta | Home Refresh,135.17,3102,54,2
2025-10-27,Meta,Facebook Ads,Meta | Seasonal Promo,215.31,4303,88,2
2025-10-27,Meta,Facebook Ads,Meta | Free Estimate,5.0,101,2,0
2025-10-28,Google Ads,Google Ads,Search | Interior Painting,326.89,732,46,3
2025-10-28,Google Ads,Google Ads,Search | Exterior Painting,210.09,351,24,1
2025-10-28,Google Ads,Google Ads,Search | Cabinet Painting,136.08,241,16,1
2025-10-28,Google Ads,Google Ads,Search | Drywall Repair,8.55,28,2,0
2025-10-28,Google Ads,Google Ads,Search | Minor Remodeling,127.99,252,13,1
2025-10-28,Meta,Facebook Ads,Meta | Home Refresh,247.84,4702,80,2
2025-10-28,Meta,Facebook Ads,Meta | Seasonal Promo,79.64,1662,34,3
2025-10-28,Meta,Facebook Ads,Meta | Free Estimate,58.87,1482,29,1
2025-10-29,Google Ads,Google Ads,Search | Interior Painting,146.3,357,23,1
2025-10-29,Google Ads,Google Ads,Search | Exterior Painting,443.7,977,61,4
2025-10-29,Google Ads,Google Ads,Search | Cabinet Painting,352.65,684,49,4
2025-10-29,Google Ads,Google Ads,Search | Drywall Repair,165.66,482,30,2
2025-10-29,Google Ads,Google Ads,Search | Minor Remodeling,232.47,408,21,1
2025-10-29,Meta,Facebook Ads,Meta | Home Refresh,305.37,6290,106,5
2025-10-29,Meta,Facebook Ads,Meta | Seasonal Promo,21.59,537,10,0
2025-10-29,Meta,Facebook Ads,Meta | Free Estimate,162.99,3827,75,2
2025-10-30,Google Ads,Google Ads,Search | Interior Painting,154.44,381,22,2
2025-10-30,Google Ads,Google Ads,Search | Exterior Painting,92.25,154,9,1
2025-10-30,Google Ads,Google Ads,Search | Cabinet Painting,32.67,72,5,0
2025-10-30,Google Ads,Google Ads,Search | Drywall Repair,97.29,235,16,1
2025-10-30,Google Ads,Google Ads,Search | Minor Remodeling,413.87,817,47,2
2025-10-30,Meta,Facebook Ads,Meta | Home Refresh,69.08,1690,27,1
2025-10-30,Meta,Facebook Ads,Meta | Seasonal Promo,118.85,2301,38,1
2025-10-30,Meta,Facebook Ads,Meta | Free Estimate,13.41,372,8,0
2025-10-31,Google Ads,Google Ads,Search | Interior Painting,16.9,25,2,0
2025-10-31,Google Ads,Google Ads,Search | Exterior Painting,361.78,910,52,3
2025-10-31,Google Ads,Google Ads,Search | Cabinet Painting,103.0,284,17,1
2025-10-31,Google Ads,Google Ads,Search | Drywall Repair,29.1,82,6,0
2025-10-31,Google Ads,Google Ads,Search | Minor Remodeling,138.96,296,15,1
2025-10-31,Meta,Facebook Ads,Meta | Home Refresh,150.9,3366,62,1
2025-10-31,Meta,Facebook Ads,Meta | Seasonal Promo,81.67,1937,37,2
2025-10-31,Meta,Facebook Ads,Meta | Free Estimate,324.9,7278,159,4
2025-11-01,Google Ads,Google Ads,Search | Interior Painting,142.79,479,23,1
2025-11-01,Google Ads,Google Ads,Search | Exterior Painting,336.48,824,46,2
2025-11-01,Google Ads,Google Ads,Search | Cabinet Painting,9.45,15,1,0
2025-11-01,Google Ads,Google Ads,Search | Drywall Repair,5.0,14,1,0
2025-11-01,Google Ads,Google Ads,Search | Minor Remodeling,111.06,247,12,1
2025-11-01,Meta,Facebook Ads,Meta | Home Refresh,34.93,751,13,0
2025-11-01,Meta,Facebook Ads,Meta | Free Estimate,74.58,1639,35,1
2025-11-02,Google Ads,Google Ads,Search | Interior Painting,276.77,588,34,2
2025-11-02,Google Ads,Google Ads,Search | Exterior Painting,167.95,356,21,1
2025-11-02,Google Ads,Google Ads,Search | Cabinet Painting,110.07,240,18,1
2025-11-02,Google Ads,Google Ads,Search | Drywall Repair,76.77,240,15,1
2025-11-02,Google Ads,Google Ads,Search | Minor Remodeling,122.08,277,13,1
2025-11-02,Meta,Facebook Ads,Meta | Home Refresh,8.74,168,3,0
2025-11-02,Meta,Facebook Ads,Meta | Free Estimate,7.74,175,4,0
2025-11-03,Google Ads,Google Ads,Search | Interior Painting,106.97,282,17,1
2025-11-03,Google Ads,Google Ads,Search | Exterior Painting,121.03,160,11,1
2025-11-03,Google Ads,Google Ads,Search | Cabinet Painting,236.47,567,39,2
2025-11-03,Google Ads,Google Ads,Search | Drywall Repair,185.53,533,32,2
2025-11-03,Google Ads,Google Ads,Search | Minor Remodeling,44.35,84,5,0
2025-11-03,Meta,Facebook Ads,Meta | Home Refresh,190.95,4449,72,2
2025-11-03,Meta,Facebook Ads,Meta | Free Estimate,77.85,2259,44,2
2025-11-04,Google Ads,Google Ads,Search | Interior Painting,331.59,603,39,3
2025-11-04,Google Ads,Google Ads,Search | Exterior Painting,21.62,43,3,0
2025-11-04,Google Ads,Google Ads,Search | Cabinet Painting,120.87,354,21,1
2025-11-04,Google Ads,Google Ads,Search | Drywall Repair,9.56,31,2,0
2025-11-04,Google Ads,Google Ads,Search | Minor Remodeling,6.81,18,1,0
2025-11-04,Meta,Facebook Ads,Meta | Home Refresh,32.24,727,13,0
2025-11-04,Meta,Facebook Ads,Meta | Free Estimate,176.5,4515,101,4
2025-11-05,Google Ads,Google Ads,Search | Interior Painting,31.41,68,4,0
2025-11-05,Google Ads,Google Ads,Search | Exterior Painting,572.5,1284,73,4
2025-11-05,Google Ads,Google Ads,Search | Cabinet Painting,112.42,271,16,1
2025-11-05,Google Ads,Google Ads,Search | Drywall Repair,5.0,14,1,0
2025-11-05,Google Ads,Google Ads,Search | Minor Remodeling,44.93,69,4,0
2025-11-05,Meta,Facebook Ads,Meta | Home Refresh,109.39,1910,31,1
2025-11-05,Meta,Facebook Ads,Meta | Free Estimate,234.78,5485,128,3
2025-11-06,Google Ads,Google Ads,Search | Interior Painting,460.66,892,61,2
2025-11-06,Google Ads,Google Ads,Search | Exterior Painting,130.07,296,15,1
2025-11-06,Google Ads,Google Ads,Search | Cabinet Painting,21.37,44,3,0
2025-11-06,Google Ads,Google Ads,Search | Drywall Repair,175.33,360,25,2
2025-11-06,Google Ads,Google Ads,Search | Minor Remodeling,190.01,340,19,1
2025-11-06,Meta,Facebook Ads,Meta | Home Refresh,119.1,2613,43,1
2025-11-06,Meta,Facebook Ads,Meta | Free Estimate,78.79,1680,36,1
2025-11-07,Google Ads,Google Ads,Search | Interior Painting,234.52,515,36,2
2025-11-07,Google Ads,Google Ads,Search | Exterior Painting,275.74,574,33,2
2025-11-07,Google Ads,Google Ads,Search | Cabinet Painting,191.65,470,30,1
2025-11-07,Google Ads,Google Ads,Search | Drywall Repair,154.21,434,28,1
2025-11-07,Google Ads,Google Ads,Search | Minor Remodeling,91.12,177,10,0
2025-11-07,Meta,Facebook Ads,Meta | Home Refresh,108.18,2147,36,2
2025-11-07,Meta,Facebook Ads,Meta | Free Estimate,8.91,189,4,0
2025-11-08,Google Ads,Google Ads,Search | Interior Painting,191.84,374,25,3
2025-11-08,Google Ads,Google Ads,Search | Exterior Painting,337.81,635,39,3
2025-11-08,Google Ads,Google Ads,Search | Cabinet Painting,237.39,558,38,3
2025-11-08,Google Ads,Google Ads,Search | Drywall Repair,134.42,326,25,1
2025-11-08,Google Ads,Google Ads,Search | Minor Remodeling,156.86,282,15,0
2025-11-08,Meta,Facebook Ads,Meta | Home Refresh,194.49,3899,70,2
2025-11-08,Meta,Facebook Ads,Meta | Free Estimate,86.86,2303,52,1
2025-11-09,Google Ads,Google Ads,Search | Interior Painting,242.13,608,35,3
2025-11-09,Google Ads,Google Ads,Search | Exterior Painting,182.08,355,20,1
2025-11-09,Google Ads,Google Ads,Search | Cabinet Painting,5.0,14,1,0
2025-11-09,Google Ads,Google Ads,Search | Drywall Repair,5.0,14,1,0
2025-11-09,Google Ads,Google Ads,Search | Minor Remodeling,169.94,372,21,1
2025-11-09,Meta,Facebook Ads,Meta | Home Refresh,58.14,1220,22,2
2025-11-09,Meta,Facebook Ads,Meta | Free Estimate,63.09,1166,28,0
2025-11-10,Google Ads,Google Ads,Search | Interior Painting,501.99,1036,64,5
2025-11-10,Google Ads,Google Ads,Search | Exterior Painting,302.84,520,31,3
2025-11-10,Google Ads,Google Ads,Search | Cabinet Painting,286.64,782,50,2
2025-11-10,Google Ads,Google Ads,Search | Drywall Repair,97.7,304,19,1
2025-11-10,Google Ads,Google Ads,Search | Minor Remodeling,170.03,307,15,1
2025-11-10,Meta,Facebook Ads,Meta | Home Refresh,238.64,4876,79,3
2025-11-10,Meta,Facebook Ads,Meta | Free Estimate,20.6,436,9,0
2025-11-11,Google Ads,Google Ads,Search | Interior Painting,181.39,347,25,2
2025-11-11,Google Ads,Google Ads,Search | Exterior Painting,294.06,570,37,1
2025-11-11,Google Ads,Google Ads,Search | Cabinet Painting,24.47,60,4,0
2025-11-11,Google Ads,Google Ads,Search | Drywall Repair,79.09,225,16,1
2025-11-11,Google Ads,Google Ads,Search | Minor Remodeling,33.91,75,4,0
2025-11-11,Meta,Facebook Ads,Meta | Home Refresh,139.3,3033,49,3
2025-11-11,Meta,Facebook Ads,Meta | Free Estimate,276.53,6241,124,7
2025-11-12,Google Ads,Google Ads,Search | Interior Painting,159.96,326,23,2
2025-11-12,Google Ads,Google Ads,Search | Exterior Painting,198.91,471,27,2
2025-11-12,Google Ads,Google Ads,Search | Cabinet Painting,78.69,167,12,1
2025-11-12,Google Ads,Google Ads,Search | Drywall Repair,21.64,52,4,0
2025-11-12,Google Ads,Google Ads,Search | Minor Remodeling,439.82,1011,54,3
2025-11-12,Meta,Facebook Ads,Meta | Home Refresh,99.76,1989,33,1
2025-11-12,Meta,Facebook Ads,Meta | Free Estimate,80.22,2040,43,1
2025-11-13,Google Ads,Google Ads,Search | Interior Painting,310.9,793,53,3
2025-11-13,Google Ads,Google Ads,Search | Exterior Painting,284.06,817,41,2
2025-11-13,Google Ads,Google Ads,Search | Cabinet Painting,5.0,15,1,0
2025-11-13,Google Ads,Google Ads,Search | Drywall Repair,66.32,168,11,0
2025-11-13,Google Ads,Google Ads,Search | Minor Remodeling,99.71,185,11,0
2025-11-13,Meta,Facebook Ads,Meta | Home Refresh,30.66,519,9,0
2025-11-13,Meta,Facebook Ads,Meta | Free Estimate,105.98,2731,51,2
2025-11-14,Google Ads,Google Ads,Search | Interior Painting,225.77,422,31,3
2025-11-14,Google Ads,Google Ads,Search | Exterior Painting,178.4,387,22,1
2025-11-14,Google Ads,Google Ads,Search | Cabinet Painting,62.17,125,9,0
2025-11-14,Google Ads,Google Ads,Search | Drywall Repair,273.19,724,48,2
2025-11-14,Google Ads,Google Ads,Search | Minor Remodeling,129.35,282,14,1
2025-11-14,Meta,Facebook Ads,Meta | Home Refresh,7.66,139,3,0
2025-11-14,Meta,Facebook Ads,Meta | Free Estimate,37.44,904,19,0
2025-11-15,Google Ads,Google Ads,Search | Interior Painting,96.39,205,14,1
2025-11-15,Google Ads,Google Ads,Search | Exterior Painting,5.0,15,1,0
2025-11-15,Google Ads,Google Ads,Search | Cabinet Painting,112.65,279,18,1
2025-11-15,Google Ads,Google Ads,Search | Drywall Repair,178.88,471,32,2
2025-11-15,Google Ads,Google Ads,Search | Minor Remodeling,249.11,477,28,1
2025-11-15,Meta,Facebook Ads,Meta | Home Refresh,193.76,3787,71,2
2025-11-15,Meta,Facebook Ads,Meta | Free Estimate,5.0,90,2,0
2025-11-16,Google Ads,Google Ads,Search | Interior Painting,5.0,13,1,0
2025-11-16,Google Ads,Google Ads,Search | Exterior Painting,156.48,327,19,0
2025-11-16,Google Ads,Google Ads,Search | Cabinet Painting,130.17,292,19,1
2025-11-16,Google Ads,Google Ads,Search | Drywall Repair,250.35,560,42,2
2025-11-16,Google Ads,Google Ads,Search | Minor Remodeling,80.77,169,8,0
2025-11-16,Meta,Facebook Ads,Meta | Home Refresh,19.12,373,7,0
2025-11-16,Meta,Facebook Ads,Meta | Free Estimate,5.26,155,3,0
2025-11-17,Google Ads,Google Ads,Search | Interior Painting,450.58,816,61,4
2025-11-17,Google Ads,Google Ads,Search | Exterior Painting,12.51,32,2,0
2025-11-17,Google Ads,Google Ads,Search | Cabinet Painting,96.12,241,14,1
2025-11-17,Google Ads,Google Ads,Search | Drywall Repair,56.76,181,10,0
2025-11-17,Google Ads,Google Ads,Search | Minor Remodeling,30.54,49,3,0
2025-11-17,Meta,Facebook Ads,Meta | Home Refresh,53.14,1162,18,0
2025-11-17,Meta,Facebook Ads,Meta | Free Estimate,148.87,3297,72,3
2025-11-18,Google Ads,Google Ads,Search | Interior Painting,316.2,695,42,3
2025-11-18,Google Ads,Google Ads,Search | Exterior Painting,22.5,48,3,0
2025-11-18,Google Ads,Google Ads,Search | Cabinet Painting,306.41,774,55,3
2025-11-18,Google Ads,Google Ads,Search | Drywall Repair,5.74,16,1,0
2025-11-18,Google Ads,Google Ads,Search | Minor Remodeling,16.17,31,2,0
2025-11-18,Meta,Facebook Ads,Meta | Home Refresh,70.16,1499,25,1
2025-11-18,Meta,Facebook Ads,Meta | Free Estimate,125.63,2615,65,2
2025-11-19,Google Ads,Google Ads,Search | Interior Painting,315.46,747,48,3
2025-11-19,Google Ads,Google Ads,Search | Exterior Painting,72.4,132,8,0
2025-11-19,Google Ads,Google Ads,Search | Cabinet Painting,92.94,275,17,1
2025-11-19,Google Ads,Google Ads,Search | Drywall Repair,96.34,302,19,0
2025-11-19,Google Ads,Google Ads,Search | Minor Remodeling,271.53,465,25,1
2025-11-19,Meta,Facebook Ads,Meta | Home Refresh,87.35,2210,30,1
2025-11-19,Meta,Facebook Ads,Meta | Free Estimate,266.86,6752,131,4
2025-11-20,Google Ads,Google Ads,Search | Interior Painting,112.59,230,16,1
2025-11-20,Google Ads,Google Ads,Search | Exterior Painting,289.79,719,41,2
2025-11-20,Google Ads,Google Ads,Search | Cabinet Painting,191.44,495,33,2
2025-11-20,Google Ads,Google Ads,Search | Drywall Repair,97.51,208,15,1
2025-11-20,Google Ads,Google Ads,Search | Minor Remodeling,9.59,16,1,0
2025-11-20,Meta,Facebook Ads,Meta | Home Refresh,147.95,2729,52,2
2025-11-20,Meta,Facebook Ads,Meta | Free Estimate,149.53,3097,70,4
2025-11-21,Google Ads,Google Ads,Search | Interior Painting,186.59,348,25,0
2025-11-21,Google Ads,Google Ads,Search | Exterior Painting,196.38,301,19,1
2025-11-21,Google Ads,Google Ads,Search | Cabinet Painting,244.79,448,30,2
2025-11-21,Google Ads,Google Ads,Search | Drywall Repair,85.21,244,17,1
2025-11-21,Google Ads,Google Ads,Search | Minor Remodeling,48.18,117,6,0
2025-11-21,Meta,Facebook Ads,Meta | Home Refresh,115.45,2279,35,1
2025-11-21,Meta,Facebook Ads,Meta | Free Estimate,214.15,5690,118,3
2025-11-22,Google Ads,Google Ads,Search | Interior Painting,9.89,17,1,0
2025-11-22,Google Ads,Google Ads,Search | Exterior Painting,66.37,133,8,0
2025-11-22,Google Ads,Google Ads,Search | Cabinet Painting,222.17,538,37,2
2025-11-22,Google Ads,Google Ads,Search | Drywall Repair,143.41,317,23,2
2025-11-22,Google Ads,Google Ads,Search | Minor Remodeling,246.29,523,26,1
2025-11-22,Meta,Facebook Ads,Meta | Home Refresh,19.9,450,8,0
2025-11-22,Meta,Facebook Ads,Meta | Free Estimate,5.0,138,3,0
2025-11-23,Google Ads,Google Ads,Search | Interior Painting,20.92,44,3,0
2025-11-23,Google Ads,Google Ads,Search | Exterior Painting,16.27,32,2,0
2025-11-23,Google Ads,Google Ads,Search | Cabinet Painting,186.65,446,30,2
2025-11-23,Google Ads,Google Ads,Search | Drywall Repair,9.3,27,2,0
2025-11-23,Google Ads,Google Ads,Search | Minor Remodeling,25.73,59,3,0
2025-11-23,Meta,Facebook Ads,Meta | Home Refresh,31.26,611,11,0
2025-11-23,Meta,Facebook Ads,Meta | Free Estimate,39.88,757,18,0
2025-11-24,Google Ads,Google Ads,Search | Interior Painting,408.76,955,62,3
2025-11-24,Google Ads,Google Ads,Search | Exterior Painting,562.04,1177,68,4
2025-11-24,Google Ads,Google Ads,Search | Cabinet Painting,22.79,64,4,0
2025-11-24,Google Ads,Google Ads,Search | Drywall Repair,49.96,146,9,0
2025-11-24,Google Ads,Google Ads,Search | Minor Remodeling,168.68,279,17,2
2025-11-24,Meta,Facebook Ads,Meta | Home Refresh,141.86,2642,48,2
2025-11-24,Meta,Facebook Ads,Meta | Free Estimate,95.15,2172,45,3
2025-11-25,Google Ads,Google Ads,Search | Interior Painting,127.47,262,18,1
2025-11-25,Google Ads,Google Ads,Search | Exterior Painting,400.11,839,53,2
2025-11-25,Google Ads,Google Ads,Search | Cabinet Painting,35.59,99,6,0
2025-11-25,Google Ads,Google Ads,Search | Drywall Repair,120.2,309,22,2
2025-11-25,Google Ads,Google Ads,Search | Minor Remodeling,278.62,535,33,1
2025-11-25,Meta,Facebook Ads,Meta | Home Refresh,166.82,3344,53,3
2025-11-25,Meta,Facebook Ads,Meta | Free Estimate,46.09,1113,25,1
2025-11-26,Google Ads,Google Ads,Search | Interior Painting,273.22,580,38,2
2025-11-26,Google Ads,Google Ads,Search | Exterior Painting,144.76,380,23,1
2025-11-26,Google Ads,Google Ads,Search | Cabinet Painting,163.94,405,28,1
2025-11-26,Google Ads,Google Ads,Search | Drywall Repair,83.41,273,18,1
2025-11-26,Google Ads,Google Ads,Search | Minor Remodeling,28.25,54,3,0
2025-11-26,Meta,Facebook Ads,Meta | Home Refresh,382.43,9047,150,5
2025-11-26,Meta,Facebook Ads,Meta | Free Estimate,75.13,1698,34,1
2025-11-27,Google Ads,Google Ads,Search | Interior Painting,174.94,383,24,1
2025-11-27,Google Ads,Google Ads,Search | Exterior Painting,287.99,590,36,3
2025-11-27,Google Ads,Google Ads,Search | Cabinet Painting,112.43,326,21,1
2025-11-27,Google Ads,Google Ads,Search | Drywall Repair,97.59,242,19,1
2025-11-27,Google Ads,Google Ads,Search | Minor Remodeling,239.66,355,21,1
2025-11-27,Meta,Facebook Ads,Meta | Home Refresh,144.07,2864,53,2
2025-11-27,Meta,Facebook Ads,Meta | Free Estimate,145.08,3555,80,4
2025-11-28,Google Ads,Google Ads,Search | Interior Painting,431.99,1069,68,5
2025-11-28,Google Ads,Google Ads,Search | Exterior Painting,55.11,139,7,0
2025-11-28,Google Ads,Google Ads,Search | Cabinet Painting,117.2,239,15,1
2025-11-28,Google Ads,Google Ads,Search | Drywall Repair,87.07,253,17,1
